word,translation,tag
uncivilized territory,蛮荒,cedict
unclaimed articles,阑遗,cedict
unclaimed lost property,无主失物,cedict
uncle sam,山姆大叔,cedict
unclear articulation,口齿不清,cedict
unconditional surrender,无条件投降,cedict
unconditioned reflex,非条件反射,cedict
unconscious mind,潜意识,cedict
unconstrained in one's sexuality,开放,cedict
unconstrained in style,天马行空,cedict
unconventional gambit,剑走偏锋,cedict
unconventional method,变法,cedict
uncooked rice,生米,cedict
uncountable noun,不可数名词,cedict
uncountable set,不可数集,cedict
uncouth fellow,大老粗,cedict
uncovered oil lamp,灯盏,cedict
unctuous fawning,点头哈腰,cedict
uncultivated land,草莽,cedict
uncut edition,未删节版,cedict
uncut jade,玉璞,cedict
undaunted by perils,舍生忘死,cedict
undecided and unclear,模棱,cedict
undecided between taking and leaving,去取之间,cedict
undecipherable handwriting,鬼画符,cedict
undefiled body,童身,cedict
under arrest,被捕,cedict
under automatic control,程控,cedict
under construction,在建,cedict
under cover,隐蔽,cedict
under development,发展中,cedict
under false pretenses,假借,cedict
under full sail,满帆,cedict
under investigation,待考,cedict
under joint management,联营,cedict
under one's chin,颔下,cedict
under one's command,所属,cedict
under one's control or administration,手下,cedict
under one's own name,以本人名,cedict
under one's personal command,嫡系,cedict
under sb's control,彀中,cedict
under sb's name,名下,cedict
under secretary of state,国务次卿,cedict
under the banner of,旗下,cedict
under the circumstances,事到今日,cedict
under the foot,脚下,cedict
under the guise of,假借,cedict
under the influence of alcohol,酒后,cedict
under the jurisdiction of,治下,cedict
under the skin,皮下,cedict
under the sun,天底下,cedict
under the umbrella of,伞下,cedict
under the water,水下,cedict
under thread,底线,cedict
under-the-table manipulations,暗箱操作,cedict
underage male servant,小厮,cedict
underage prostitute,雏妓,cedict
underarm stink,腋臭,cedict
undergraduate course,本科,cedict
undergraduate course of study,大学部,cedict
undergraduate student,本科生,cedict
underground bank,地下钱庄,cedict
underground drainpipe,地漏,cedict
underground mine storage room,峒室,cedict
underground nuclear explosion,地下核爆炸,cedict
underground nuclear test,地下核试验,cedict
underground palace,地宫,cedict
underground river,暗河,cedict
underground stem,地下茎,cedict
underground water channel,暗渠,cedict
underhand trickery,权术,cedict
underhanded tactics,软刀子,cedict
underlying cause of poverty,苦根,cedict
underlying force,动因,cedict
underlying medical condition,基础病,cedict
undersecretary of state,副国务卿,cedict
understanding and adaptable,识时通变,cedict
understanding and enjoying,赏析,cedict
underwater camera,水底相机,cedict
underwater nuclear explosion,水下核爆炸,cedict
underworld gang,帮会,cedict
underwriting company,承销商,cedict
underwriting group,承销团,cedict
underwriting spread,承销价差,cedict
undeserved fortune,横财,cedict
undesirable customs,陋俗,cedict
undisclosed account,后账,cedict
undisclosed strength or information,底牌,cedict
undiscovered talent,沧海遗珠,cedict
undiscovered traitor,内奸,cedict
undoubtedly will,势必,cedict
undue trouble,偏劳,cedict
undulant fever,波状热,cedict
undulose extinction,波状消光,cedict
undying gratitude,没齿难忘,cedict
uneasy and confused,惶惑,cedict
uneasy and nervous,芒刺在背,cedict
uneducated person,老粗,cedict
unemployed and idle,无业闲散,cedict
unemployed person,浪人,cedict
unemployment rate,失业率,cedict
unequal clause,霸王条款,cedict
unequalled in his time,当世无双,cedict
uneven bars,高低杠,cedict
uneven in texture,花花搭搭,cedict
uneven stones,盘陀,cedict
uneven tone,仄声,cedict
unexpected accident,三长两短,cedict
unexpected calamity,奇祸,cedict
unexpected circumstance,不测,cedict
unexpected guest,不速而至,cedict
unexpected misfortune,三长两短,cedict
unexpected mistake or mishap,乌龙,cedict
unexpected splendour,奇彩,cedict
unexpected tricky move,绝招,cedict
unexpected turn of events,爆冷,cedict
unexpurgated version,繁本,cedict
unfair clause,霸王条款,cedict
unfair competition,不正当竞争,cedict
unfamiliar character,冷字,cedict
unfilial conduct,逆伦,cedict
unfilial son,孽子,cedict
unfilled work place,空额,cedict
unfiltered rice wine,浊酒,cedict
unfinished business,后钩,cedict
unfired earthenware,土坯,cedict
unfit for anything,不中用,cedict
unflagging efforts,锲而不舍,cedict
unflinching righteousness,气节,cedict
unfolding on a magnificent scale,波澜壮阔,cedict
unforeseen event,事变,cedict
unforeseen situation,平地起风波,cedict
unformed stool,溏便,cedict
unfortunate man,倒霉蛋,cedict
unfortunately cannot enjoy,无福消受,cedict
unfounded gossip,蜚语,cedict
unfounded rumor,讹传,cedict
unfulfilled ambition,未竟之志,cedict
unfulfilled promises,宿诺,cedict
ungraduated ruler,木讷老人,cedict
unhappy love affair,烂桃花,cedict
unhealthy tendency,不正之风,cedict
unhealthy trend,歪风,cedict
unhelpful comment,现成话,cedict
unhulled rice,稻子,cedict
unhusked rice,稻谷,cedict
unicellular organism,单细胞生物,cedict
unidentified flying object,不明飞行物,cedict
unidentified origin,来路不明,cedict
unidirectional current,单向电流,cedict
unification and independence,统独,cedict
unified administration,统管,cedict
unified examination,会考,cedict
unified goods,统货,cedict
unified government purchase,统购,cedict
uniform invoice,发票,cedict
uniform velocity,匀速,cedict
unilateral declaration,单方宣告,cedict
unimaginably far away,九霄云外,cedict
unimpeachable conduct,洁操,cedict
unimportant thing,针头线脑,cedict
unincorporated firm,行号,cedict
uninhabited region,无人区,cedict
uninspired imitation,照猫画虎,cedict
uninterested in self-indulgence,清心寡欲,cedict
uninterested in wealth and glory,恬退,cedict
uninvited or unexpected guest,不速之客,cedict
union jack,米字旗,cedict
union of the comoros,科摩罗,cedict
union pacific railroad,太平洋联合铁路,cedict
unique of its kind,绝无仅有,cedict
unique skill,绝招,cedict
unit in charge of construction,施工单位,cedict
unit of heat,热量单位,cedict
unit of length,长度单位,cedict
unit of volume,体积单位,cedict
unit of weight,重量单位,cedict
unit price,单价,cedict
unit tangent vector,单位切向量,cedict
unit trust,单位信托,cedict
unit vector,单位向量,cedict
united arab emirates,阿拉伯联合大公国,cedict
united as one,合众为一,cedict
united countries,盟国,cedict
united front,国共合作,cedict
united kingdom,大英联合王国,cedict
united nations,联合国,cedict
united nations charter,联合国宪章,cedict
united nations children's fund,联合国儿童基金会,cedict
united nations development program,联合国开发计划署,cedict
united nations environment program,联合国环境规划署,cedict
united nations general assembly,联合国大会,cedict
united nations secretariat,联合国秘书处,cedict
united nations security council,联合国安全理事会,cedict
united parcel service,联合包裹服务公司,cedict
united press international,合众国际社,cedict
united states,米国,cedict
united states coast guard,美国海岸警卫队,cedict
united states geological survey,美国地质局,cedict
united states house of representatives,美国众议院,cedict
united states of america,美利坚合众国,cedict
united states senate,美国参议院,cedict
united states virgin islands,美属维尔京群岛,cedict
united technologies corporation,联合技术公司,cedict
unity is strength,团结就是力量,cedict
universal acclaim,满堂彩,cedict
universal algebra,泛代数,cedict
universal approbation,口碑载道,cedict
universal bevel,万能曲尺,cedict
universal celebration,普天同庆,cedict
universal character set ucs,通用字符集,cedict
universal declaration of human rights,世界人权宣言,cedict
universal differential equation,泛定方程,cedict
universal exposition,万国博览会,cedict
universal hypothesis,普遍性假设,cedict
universal music group,环球音乐集团,cedict
universal postal union,万国邮政联盟,cedict
universal records,环球唱片,cedict
universal rejoicing,普天同庆,cedict
universal suffrage,普选,cedict
universally abhorrent,群起而攻之,cedict
universally admired,众人敬仰,cedict
universally appreciated,脍炙人口,cedict
universally shocking,惊世骇俗,cedict
universities and colleges,高校,cedict
university and high school students,大中学生,cedict
university city,大学城,cedict
university for nationalities,民族大学,cedict
university of alaska,阿拉斯加大学,cedict
university of arkansas,阿肯色大学,cedict
university of bonn,波恩大学,cedict
university of business studies,商学院,cedict
university of california,加利福尼亚大学,cedict
university of cambridge,剑桥大学,cedict
university of chicago,芝加哥大学,cedict
university of communications,交大,cedict
university of guam,关岛大学,cedict
university of leiden,莱顿大学,cedict
university of manila,马尼拉大学,cedict
university of medicine,医科大学,cedict
university of michigan,密歇根大学,cedict
university of nanking,金陵大学,cedict
university of oxford,牛津大学,cedict
university of paris,巴黎大学,cedict
university of pennsylvania,宾夕法尼亚大学,cedict
university of science and engineering,理工大学,cedict
university of the philippines,菲律宾大学,cedict
university of twente,屯特大学,cedict
university preparatory course,大学预科,cedict
university student,大生,cedict
university undergraduate course,大学本科,cedict
unjust charge,冤诬,cedict
unjust enrichment,不当得利,cedict
unkempt interior,蓬心,cedict
unknown cause of death,死因不明,cedict
unknown factor,问号,cedict
unknown name,未命名,cedict
unknown number,未知数,cedict
unknown whereabouts,下落不明,cedict
unlawful activities,黑道,cedict
unleavened dough,死面,cedict
unlicensed  prostitute,暗娼,cedict
unlicensed motor vehicle,黑车,cedict
unlicensed or unofficial taxi,黑车,cedict
unlicensed shop,黑户,cedict
unlicensed street vendor,走鬼,cedict
unlike one's parents,不肖,cedict
unlimited usage,吃到饱,cedict
unlined garment,单衣,cedict
unlined trousers,单裤,cedict
unlined upper garment,褂子,cedict
unloading point,车位,cedict
unlooked-for happy event,喜从天降,cedict
unlucky fate,逆运,cedict
unmanned aerial vehicle,无人飞行器,cedict
unmarried lady,室女,cedict
unmarried man,旷夫,cedict
unmarried old woman,老处女,cedict
unmarried woman,怨女,cedict
unmatched in his generation,绝代,cedict
unmentionable disease,暗疾,cedict
unmentionable word,禁语,cedict
unmoved by force or persuasion,软硬不吃,cedict
unnamed hero,无名英雄,cedict
unnatural relationship,逆伦,cedict
unnecessarily elaborate writing,繁文缛节,cedict
unnecessary detail,赘言,cedict
unnecessary expenses,冗费,cedict
unnoticed transformation,潜移,cedict
unobstructed passage,通行无阻,cedict
unoccupied space or time,空子,cedict
unofficial biography,外传,cedict
unofficial history,野史,cedict
unorthodox couple,野鸳鸯,cedict
unpadded shoes,单鞋,cedict
unpaid leave,无薪假,cedict
unpasteurized beer,生啤,cedict
unpixelated or uncensored,无码,cedict
unplaited pigtails,双马尾,cedict
unplastered masonry wall,清水墙,cedict
unplasticized polyvinyl chloride,塑钢,cedict
unpleasant ailment,恶疾,cedict
unpleasant manner,恶气,cedict
unpleasant odor,异味,cedict
unpleasant smell,难闻,cedict
unpleasant to drink,难喝,cedict
unpleasant to hear,逆耳,cedict
unpleasant to look at,辣眼睛,cedict
unpleasant to the eye,看不顺眼,cedict
unpleasant to the eyes,刺目,cedict
unpleasantly murky,灰不溜丢,cedict
unprecedented in history,史无前例,cedict
unpredictable situation,谜团,cedict
unprocessed medicinal herb,生药,cedict
unproductive social interaction,无效社交,cedict
unpurified water,原水,cedict
unquestioning filial piety,愚孝,cedict
unquiet state of mind,心绪不宁,cedict
unrealistic argument,迂论,cedict
unrealistic ideas,春秋大梦,cedict
unrealizable plan,迷梦,cedict
unreasonable remarks,奇谈怪论,cedict
unreasonable words,违言,cedict
unrecognized talent,遗珠,cedict
unreconciled to,不甘,cedict
unrecoverable debt,倒账,cedict
unredressed injustice,不白之冤,cedict
unrefined sugar,黑糖,cedict
unregistered and operating illegally,野鸡,cedict
unregistered resident or household,黑户,cedict
unremitting efforts,再接再厉,cedict
unremitting in one's efforts,不怠,cedict
unresolved case,悬案,cedict
unresolved question,悬案,cedict
unrestrained attack,大肆攻击,cedict
unrestrained by convention,开放,cedict
unrestricted warfare,超限战,cedict
unrighted wrong,不白之冤,cedict
unripe wheat grain,浮小麦,cedict
unruffled by sentiment,忘情,cedict
unruly people,刁民,cedict
unsaturated fatty acid,不饱和脂肪酸,cedict
unsavory character,坏鸟,cedict
unsavory track record,劣迹,cedict
unscrupulous businessperson,市侩,cedict
unscrupulous careerist,奸雄,cedict
unsightly manners,丑相,cedict
unskilled labor,粗活,cedict
unskilled worker,杂工,cedict
unsoiled by corrupt practices,两袖清风,cedict
unsolicited mail,垃圾邮件,cedict
unsolvable case,罗生门,cedict
unsolved case,遗案,cedict
unsolved mystery,未解之谜,cedict
unsolved problem,问号,cedict
unsophisticated country person,土包子,cedict
unspecified period,无期,cedict
unspoken approval,心许,cedict
unspoken criticism,腹诽,cedict
unspoken rules,潜规则,cedict
unstable equilibrium,不稳平衡,cedict
unstable situation,风云,cedict
unstratified rock,非层岩,cedict
unsusceptible to change,难以撼动,cedict
unswerving determination,坚毅,cedict
unswerving from start to finish,始终如一,cedict
unthinking obedience,盲从,cedict
until now,一直以来,cedict
until the end of time,天荒地老,cedict
until this moment,到那个时候,cedict
until we meet again,再会,cedict
untimely death,早逝,cedict
unto one's dying day,死而后已,cedict
untold dangers and difficulties,艰难险阻,cedict
untrue statement,假话,cedict
untrue to one's convictions,违心,cedict
unusual condition,异状,cedict
unusual new development,跨越式,cedict
unusual person,异人,cedict
unveiling ceremony,发表会,cedict
unvoicing of voiced consonant,气化,cedict
unwanted presence,不速,cedict
unwanted third guest,电灯泡,cedict
unwarranted thought,妄念,cedict
unwilling to accept,不甘于,cedict
unwilling to be left out,不甘寂寞,cedict
unwilling to concede,不服气,cedict
unwilling to give up,不死心,cedict
unwilling to let go,紧咬不放,cedict
unwilling to respond,懒得搭理,cedict
unwise move,失手,cedict
unworthy son,孽子,cedict
unwritten law,不成文法,cedict
unyielding attitude,强硬态度,cedict
unyielding character,骨气,cedict
up arrow key,上箭头键,cedict
up in the sky,当空,cedict
up quark,上夸克,cedict
up till,直至,cedict
up to,以至,cedict
up to it,戳得住,cedict
up to now,暨今,cedict
up to one's old tricks,故伎重演,cedict
up to par,像样,cedict
up to the eyeballs,严了眼儿,cedict
up to the maximum,至多,cedict
up to the present,时至今日,cedict
up to the task,玩儿得转,cedict
up to then,其先,cedict
up until now,到现在,cedict
up until that point,在这之前,cedict
up-pointing arrow,上箭头,cedict
uphill road,上坡路,cedict
uphill section,上坡段,cedict
upland pipit,山鹨,cedict
upon investigation,经查,cedict
upper arm,上臂,cedict
upper beam,上梁,cedict
upper bound,上界,cedict
upper chamber,上议院,cedict
upper class,上流,cedict
upper echelon,上游,cedict
upper eyelid,上眼睑,cedict
upper garment,上装,cedict
upper house,上议院,cedict
upper jacket,半截衫,cedict
upper layer,上层,cedict
upper left,左上,cedict
upper level,上游,cedict
upper limb,上肢,cedict
upper limit,最高限额,cedict
upper lip,上唇,cedict
upper outer garment,上衣,cedict
upper part,上方,cedict
upper part of the body,上身,cedict
upper reaches,上水,cedict
upper respiratory tract infection,上呼吸道感染,cedict
upper right,右上,cedict
upper section,上部,cedict
upper stage,上面级,cedict
upper teeth,上齿,cedict
upper-class woman,贵妇,cedict
uppercase letters,大写,cedict
uppers of a shoe,鞋帮,cedict
upright and above board,不愧不怍,cedict
upright and frank,堂堂正正,cedict
upright and honest,廉正,cedict
upright and honorable,清正,cedict
upright and outspoken,刚直,cedict
upright and outstanding,耿介,cedict
upright and plainspoken,刚正不阿,cedict
upright and tall,伟岸,cedict
upright and unafraid,昂然,cedict
upright and unyielding,亢直,cedict
upright gentleman,正人君子,cedict
upright person,正人,cedict
upright stone,石柱,cedict
uproarious laughter,哗笑,cedict
ups and down,低昂,cedict
ups and downs,浮沉,cedict
ups and downs of fortune,沉浮,cedict
upset stomach,害肚子,cedict
upside down,乱套,cedict
upside down writing,倒写,cedict
upstanding person,正人,cedict
upward momentum,涨势,cedict
upward trend,涨风,cedict
upward-facing dog,上犬式,cedict
uracil nucleotide,尿嘧啶,cedict
ural mountains,乌拉尔山脉,cedict
ural owl,长尾林鸮,cedict
uranium dioxide,二氧化铀,cedict
uranium enrichment,铀浓缩,cedict
uranium hexafluoride,六氟化铀,cedict
uranium oxide,氧化铀,cedict
uranium tetrafluoride,四氟化铀,cedict
urban area,城区,cedict
urban development project,都更案,cedict
urban district,市区,cedict
urban heat island effect,热岛效应,cedict
urban legend,都市传奇,cedict
urban railway,城铁,cedict
urbanization level,城镇化水平,cedict
urea formaldehyde,脲醛,cedict
urgent advice,切嘱,cedict
urgent matter,急事,cedict
urgent need,亟需,cedict
urgent task,急务,cedict
urgently required,急用,cedict
uric acid,尿酸,cedict
urinary bladder,膀胱,cedict
urinary catheter,导尿管,cedict
urinary incontinence,尿失禁,cedict
urinary or defecatory urgency,便急,cedict
urinary organs,泌尿器,cedict
urinary system,泌尿系统,cedict
urinary tract,尿道,cedict
urinary urgency,尿急,cedict
urination and defecation,二便,cedict
urine and feces,便溺,cedict
urine sample,尿样,cedict
urine test,尿检,cedict
urinogenital tract,泌尿生殖道,cedict
urn burial,瓮棺葬,cedict
ursa minor,小熊座,cedict
urtext edition,原作版,cedict
us and canada,美加,cedict
us and eu,美欧,cedict
us and north korea,美朝,cedict
us and uk,美英,cedict
us armed forces,美军,cedict
us army,美军,cedict
us congress,美国国会,cedict
us defense language institute,国防语言学院,cedict
us department of energy,美国能源部,cedict
us department of state,美国国务院,cedict
us dollar,美刀,cedict
us dollar bill,美钞,cedict
us open,美网,cedict
us securities and exchange commission,美国证券交易委员会,cedict
usa and germany,美德,cedict
usa eastern standard time,美东时间,cedict
usable value,使用价值,cedict
usage amount,使用量,cedict
usage rights,使用权,cedict
usb flash drive,USB手指,cedict
use both carrot and stick,软硬兼施,cedict
use gentle methods and force,软硬兼施,cedict
used bike market,旧车市场,cedict
used for its intended purpose,用得其所,cedict
used goods,二手货,cedict
used in advertising,定鼎,cedict
used items for sale,旧货,cedict
used properly,用得其所,cedict
used to,习以为常,cedict
used up,枯竭,cedict
useful talents,鸡鸣狗盗,cedict
useless person,废人,cedict
useless thing,阿物儿,cedict
useless troops,虾兵蟹将,cedict
useless weakling,窝脓包,cedict
useless wretch,措大,cedict
user friendliness,亲和力,cedict
user interface,人机界面,cedict
user-generated content,用户创造内容,cedict
using extreme force of will,奋勇,cedict
using materials at hand,就地取材,cedict
using several,兼施,cedict
using spies,用间,cedict
using the toilet,大小便,cedict
ussuri river,乌苏里江,cedict
usual place,老地方,cedict
usual practice,例行公事,cedict
usual trick,故伎,cedict
utensil made of bamboo,竹器,cedict
uterine bleeding,崩漏,cedict
utility frequency,工频,cedict
utility knife,美工刀,cedict
utility pole,线杆,cedict
utmost effort,吃奶的气力,cedict
utopian socialism,空想社会主义,cedict
uttar pradesh,北方邦,cedict
utter humiliation,胯下之辱,cedict
utterly confused,蒙头转向,cedict
utterly defeated,破败不堪,cedict
utterly different,迥然不同,cedict
utterly discomfited,气急败坏,cedict
utterly fearless,大无畏,cedict
utterly sincere,赤诚,cedict
uyghur ethnic group,维吾尔,cedict
uzbek ethnic group,乌孜别克,cedict
uzbek language,乌孜别克语,cedict
v sign,剪刀手,cedict
v-shaped face,锥子脸,cedict
v-shaped steel bar,槽钢,cedict
va kio daily,华侨报,cedict
vacant land,空地,cedict
vacant room,空房间,cedict
vacuous reputation,空名,cedict
vacuum bottle,热水瓶,cedict
vacuum cleaner,吸尘器,cedict
vacuum flask,暖壶,cedict
vacuum pump,真空泵,cedict
vacuum tube,电子管,cedict
vaginal infection,阴道炎,cedict
vaginal opening,玉门,cedict
vagrant bird,迷鸟,cedict
vague and confused,浑茫,cedict
vague and general,空泛,cedict
vague and unclear vision,眼花,cedict
vagus nerve,迷走神经,cedict
vain dream,狂想,cedict
vain regrets of old age,老大徒伤悲,cedict
vajra scepter,金刚杵,cedict
vajrapani bodhisattva,金刚手菩萨,cedict
vakhsh river,瓦赫基尔河,cedict
valence bond,价键,cedict
valency electron,价电子,cedict
valency shell,价层,cedict
valentine's day,情人节,cedict
valet parking,代客泊车,cedict
valiant and formidable-looking,英姿飒爽,cedict
valiant general,虎将,cedict
valiant military leader,猛将,cedict
valiant warriors,熊罴,cedict
valley floor,谷底,cedict
valuable object,珍品,cedict
value added,增加值,cedict
value added network,加值型网路,cedict
value deduced by calculation,导出值,cedict
value engineering,价值工程,cedict
value for money,划算,cedict
value of a currency,币值,cedict
value of assets,资产价值,cedict
value of output,产值,cedict
value-added tax,增值税,cedict
valued advice,雅言,cedict
valve stem,阀芯,cedict
vampire squid,吸血乌贼,cedict
van de graaff,范德格拉夫,cedict
van de graaff generator,范德格拉夫起电机,cedict
van der waals,范德瓦耳斯,cedict
van der waals force,凡得瓦力,cedict
van for carrying people,面包车,cedict
vanadic anhydride,五氧化二钒,cedict
vancouver island,温哥华岛,cedict
vanda genus of orchids,万代兰,cedict
vanilla planifolia,香子兰,cedict
vanishing cream,雪花膏,cedict
vanity fair,名利场,cedict
vanity unit,洗手台,cedict
vape pod,烟弹,cedict
variable star,变星,cedict
variable wheatear,东方斑䳭,cedict
variable with the times,与时消息,cedict
variational principle,变分原理,cedict
varicella zoster,水痘,cedict
varicose veins,静脉曲张,cedict
varied tit,杂色山雀,cedict
variegated laughingthrush,杂色噪鹛,cedict
variety show,综艺节目,cedict
variola virus,天花病毒,cedict
various aspects,多方位,cedict
various bits and bobs,杂物,cedict
various concubines of a husband,娣姒,cedict
various countries,列国,cedict
various emotions and desires,七情六欲,cedict
various ideas,众说,cedict
various kinds,各种各样,cedict
various kinds of everyday utensils,什器,cedict
various notes or records,杂记,cedict
various opinions,杂说,cedict
various regions,各地,cedict
various sages,诸子,cedict
various small wild mammals,狸猫,cedict
various species of cutlassfish,刀鱼,cedict
various taxes,杂税,cedict
various trees of genus populus,杨树,cedict
varnished cloth,漆布,cedict
vas deferens,输精管,cedict
vas efferens,输出管,cedict
vascular bundle,维管束,cedict
vascular cambium,形成层,cedict
vascular column,维管柱,cedict
vascular plants,维管束植物,cedict
vascular system,脉络,cedict
vascular tissue,导管组织,cedict
vasopressor agent,升压剂,cedict
vassal state,封国,cedict
vast and boundless,溟漭,cedict
vast and desolate,荒漠,cedict
vast and empty,寂寥,cedict
vast and hazy,苍苍,cedict
vast and indistinct,迷茫,cedict
vast and mighty,浩荡,cedict
vast and obscure,茫茫,cedict
vast and plentiful,浩博,cedict
vast and profound,洪渊,cedict
vast and various,缤纷,cedict
vast area,薄海,cedict
vast body of water,汪洋,cedict
vast haze,迷漫,cedict
vast majority,十之八九,cedict
vast multitude of people,过江之鲫,cedict
vast or extensive,广大,cedict
vast plan,宏图,cedict
vast space,万顷,cedict
vast spirit,浩气,cedict
vast stretch,大片,cedict
vast sum,巨资,cedict
vast swathe of territory,半壁江山,cedict
vast territory with abundant resources,地大物博,cedict
vast wealth,万贯家财,cedict
vaud province of switzerland,沃州,cedict
vaulting horse,木马,cedict
vaurie's nightjar,中亚夜鹰,cedict
vector graphics,向量图形,cedict
vega gull,西伯利亚银鸥,cedict
vegan food,纯素食,cedict
vegan leather,素皮,cedict
vegetable bed,菜圃,cedict
vegetable cooking oil,清油,cedict
vegetable dish,素菜,cedict
vegetable farmer,菜农,cedict
vegetable fat,植物脂肪,cedict
vegetable field,菜圃,cedict
vegetable filling,素馅,cedict
vegetable garden,菜园,cedict
vegetable knife,菜刀,cedict
vegetable noodle dish,素面,cedict
vegetable oil,植物油,cedict
vegetable or food basket,菜篮子,cedict
vegetable seeds,菜籽,cedict
vegetable shredder,礤床,cedict
vegetable side dish,菜蔬,cedict
vegetables and fruits,蔬果,cedict
vegetarian diet,蔬食,cedict
vegetarian feast,素筵,cedict
vegetarian food,素食,cedict
vegetarian meal,蔬食,cedict
vegetarian meat substitute,素肉,cedict
vegetation grows,苍生,cedict
vegetative existence,坐吃享福,cedict
vegetative state,植物人状态,cedict
vehicle armor,装甲,cedict
vehicle for one's private use,座驾,cedict
vehicle license,牌照,cedict
vehicle license plate,车牌,cedict
vehicle light,车灯,cedict
vehicle model,车型,cedict
vehicle number,车号,cedict
vehicle or medium,载体,cedict
vehicle owner,车主,cedict
vehicle registration certificate,行驶证,cedict
vehicle registration plate,汽车号牌,cedict
vehicle speed,车速,cedict
vehicle turn indicator light,转向灯,cedict
vehicles and horses,车马,cedict
veil of mystery,神秘面纱,cedict
veiled criticism,微词,cedict
vein lines,纹理,cedict
vein of ore,矿层,cedict
veined pattern,纹缕,cedict
veinlet in a leaf,细叶脉,cedict
velar consonant,软腭音,cedict
velar consonants of middle chinese,牙音,cedict
velar nasal,后鼻音,cedict
velar sound,软龈音,cedict
velcro fastener,魔鬼毡,cedict
velvet-fronted nuthatch,绒额䴓,cedict
venal and selfish behavior,损公肥私,cedict
vending machine,自动售货机,cedict
vendor's booth,摊位,cedict
vendor's stall,售货台,cedict
venerable age,高寿,cedict
venerable forebear,贤人,cedict
venerable old age,危境,cedict
venerable old person,人瑞,cedict
venerable sir,老父,cedict
venereal disease,脏病,cedict
venezuelan equine encephalitis  virus,委内瑞拉马脑炎病毒,cedict
venn diagram,维恩图解,cedict
venomous fang,毒牙,cedict
venomous glance,眼毒,cedict
venomous snake,虺蜥,cedict
venomous sting,毒刺,cedict
venomous tongue,毒舌,cedict
ventilation duct,通风管,cedict
ventral fin,腹鳍,cedict
ventricles of the brain,脑室,cedict
venture capital fund,创投基金,cedict
venture capital investment,创投,cedict
venus flytrap,捕蝇草,cedict
verb-object construction,动宾式,cedict
verbal ability,语言能力,cedict
verbal classifier,动量词,cedict
verbal command,号令,cedict
verbal sparring,舌战,cedict
verbose and incomprehensible,哩哩罗罗,cedict
verbose and rambling,废话连篇,cedict
verbose or unclear in speech,哩哩啰啰,cedict
verbose speech,冗语,cedict
verdant and lush,葱茏,cedict
verdant and luxuriant,苍郁,cedict
verdant and thick,葱葱,cedict
verditer flycatcher,铜蓝鹟,cedict
verification code,验证码,cedict
vermiform appendix,阑尾,cedict
vernacular language,口语,cedict
vernacular name,俗名,cedict
vernal hanging parrot,短尾鹦鹉,cedict
verse criticizing officials,反诗,cedict
verse manuscript,诗稿,cedict
version of a text,文本,cedict
vertebrate paleontology,古脊椎动物学,cedict
vertical axis,垂直轴,cedict
vertical banner,挂旗,cedict
vertical coordinate line,纵线,cedict
vertical fracture,纵裂,cedict
vertical jump,纵跳,cedict
vertical line,垂直线,cedict
vertical scroll,直幅,cedict
vertical section,纵剖面,cedict
vertical setting,直排,cedict
vertical shaft,垂直轴,cedict
vertical slope,陡壁,cedict
vertical stroke,竖笔,cedict
vertical stroke in chinese characters,竖直,cedict
vertical takeoff and landing aircraft,垂直起落飞机,cedict
very able person,高人,cedict
very angry,气坏,cedict
very auspicious,大吉,cedict
very bad,好坏,cedict
very brief period of time,一小阵儿,cedict
very bright,亮堂堂,cedict
very busy,忙进忙出,cedict
very busy person,大忙人,cedict
very capable person,大器,cedict
very clean,一干二净,cedict
very clever,玲珑剔透,cedict
very close,交臂,cedict
very close friend,铁子,cedict
very close male friends,铁哥们,cedict
very close same-sex friend,基友,cedict
very cold,寒冷,cedict
very complicated,千头万绪,cedict
very different,迳庭,cedict
very difficult,好不容易,cedict
very drunk,酕醄,cedict
very early in the morning,凌晨,cedict
very exciting,闹哄哄,cedict
very far away,大老远,cedict
very fast,疾速,cedict
very few,寥寥,cedict
very fierce,恶恶实实,cedict
very first,最先,cedict
very fitting,妥帖,cedict
very fortunate,幸甚,cedict
very fragrant,菲菲,cedict
very friendly,莫逆,cedict
very full,充满,cedict
very good,太好了,cedict
very good luck,欧气,cedict
very hard,硬邦邦,cedict
very hard or stiff,邦硬,cedict
very high frequency,甚高频,cedict
very important,鼎鼎,cedict
very indifferent,不怎么样,cedict
very kind,够意思,cedict
very large bowl,海碗,cedict
very late at night,大晚上,cedict
very lengthy,长篇累牍,cedict
very light,屁轻,cedict
very likely,依稀,cedict
very little,几希,cedict
very long,漫长,cedict
very loud,山响,cedict
very loudly,放声,cedict
very lucky indeed,万幸,cedict
very many,夥颐,cedict
very masculine guy,大男人,cedict
very minor,小小,cedict
very much,万分,cedict
very near,八九不离十,cedict
very noisy,山响,cedict
very obstinate,死不改悔,cedict
very occasionally,偶一,cedict
very old,七老八十,cedict
very old person,人瑞,cedict
very ornate,洛可可,cedict
very painful,生疼,cedict
very poor,窘迫,cedict
very popular,大热,cedict
very popular or successful person,大牌,cedict
very powerful and capable,翻手为云覆手变雨,cedict
very powerful army,金戈铁马,cedict
very precarious,不绝如缕,cedict
very red,通红,cedict
very rich,堆金积玉,cedict
very sentimental,缠绵悱恻,cedict
very serious,正经八百,cedict
very short of,奇缺,cedict
very short time,一瞬,cedict
very short unit of time,罗预,cedict
very similar,浑如,cedict
